"1,12-Besm"	PGMIWVSHZMWSSI-UHFFFAOYSA-N
AR-A014418	YAEMHJKFIIIULI-UHFFFAOYSA-N
AR-C155858	ISIVOJWVBJIOFM-ZDUSSCGKSA-N
ARC-239	JFNKXGOEOQCXDM-UHFFFAOYSA-N
ARQ-092	HNFMVVHMKGFCMB-UHFFFAOYSA-N
ARQ-621	UPJSUQWHUVLLNW-XMMPIXPASA-N
ARRY-334543	UWXSAYUXVSFDBQ-CYBMUJFWSA-N
ARV-825	RWLOGRLTDKDANT-ZPGRZCPFSA-N
AS-1269574	DUKPGOOUJNUIOI-UHFFFAOYSA-N
AS-1892802	WDTFYYZHMRBVHK-LJQANCHMSA-N
AS-1949490	RFZPGNRLOKVZJY-AWEZNQCLSA-N
AS-2034178	VENOXIKBBUVHRY-UHFFFAOYSA-N
AS-2444697	JANBIXNDYNRYQP-UHFFFAOYSA-N
AS-252424	OYYVWNDMOQPMGE-SDQBBNPISA-N
AS-604850	SRLVNYDXMUGOFI-YWEYNIOJSA-N
AS-703026	VIUAUNHCRHHYNE-JTQLQIEISA-N
AS-77	KINMYBBFQRSVLL-UHFFFAOYSA-N
ASA-404	XGOYIMQSIKSOBS-UHFFFAOYSA-N
ASC-J9	HMJSBVCDPKODEX-NXZHAISVSA-N
ASP-2535	FQGLDGKVKDPVLO-UHFFFAOYSA-N
ASP-6537	OBAICMYWONZOSZ-UHFFFAOYSA-N
ASP-9521	OXSCPDKUZWPWFR-UHFFFAOYSA-N
ASP3026	MGGBYMDAPCCKCT-UHFFFAOYSA-N
AST-1306	MVZGYPSXNDCANY-UHFFFAOYSA-N
ASTX660	YCXOHEXZVKOGEV-DNRQZRRGSA-N
AT-1015	BSPMYKLEFGUTSI-UHFFFAOYSA-N
AT-406	LSXUTRRVVSPWDZ-MKKUMYSQSA-N
AT-7519	OVPNQJVDAFNBDN-UHFFFAOYSA-N
AT-9283	LOLPPWBBNUVNQZ-UHFFFAOYSA-N
AT13148	IIRWNGPLJQXWFJ-KRWDZBQOSA-N
AT13387	IFRGXKKQHBVPCQ-UHFFFAOYSA-N
AT7867	LZMOSYUFVYJEPY-UHFFFAOYSA-N
ATB-346	YCNMAPLPQYQJFC-CYBMUJFWSA-N
ATN-161	MMHDBUJXLOFTLC-WOYTXXSLSA-N
ATPA	PIXJURSCCVBKRF-ZCFIWIBFSA-N
AUT-1	AMAOXEGBJHLCSF-CQSZACIVSA-N
AV-412	ZAJXXUDARPGGOC-UHFFFAOYSA-N
AV-608	NXLUTEDAEFXMQR-BJKOFHAPSA-N
AVE-0991	QTOZBSNPDCWHPV-UHFFFAOYSA-N
AVE-3085	OKCJNSDIVCXYAL-UHFFFAOYSA-N
AVL-292	KXBDTLQSDKGAEB-UHFFFAOYSA-N
AVN-492	SNPPEHMSSOEYDH-UHFFFAOYSA-N
AVN-944	GYCPCOJTCINIFZ-OXJNMPFZSA-N
AVex-73	BOTHKNZTGGXFEQ-GOSISDBHSA-N
AX-024	VMMKGVRPILDZML-UHFFFAOYSA-N
AY-9944	RZRPZWGIOOZIBE-IYARVYRRSA-N
AZ-10417808	VUBILPOZTRGZJK-UHFFFAOYSA-N
AZ-10606120	FQMZXMVHHKXGTM-UHFFFAOYSA-N
AZ-12080282	KMSKKYBHDQYHMC-UHFFFAOYSA-N
AZ-628	ZGBGPEDJXCYQPH-UHFFFAOYSA-N
AZ-7371	VDRYGTNDKXIPSK-UHFFFAOYSA-N
AZ191	ZYVXTMKTGDARKR-UHFFFAOYSA-N
AZ20	SCGCBAAYLFTIJU-CQSZACIVSA-N
AZ3146	YUKWVHPTFRQHMF-UHFFFAOYSA-N
AZ505	LIBVHXXKHSODII-UHFFFAOYSA-N
AZ5104	IQNVEOMHJHBNHC-UHFFFAOYSA-N
AZ7550	ZROCWKZRGJYPTG-UHFFFAOYSA-N
AZ960	SUNXHXDJOIXABJ-NSHDSACASA-N
AZD0156	AOTRIQLYUAFVSC-UHFFFAOYSA-N
AZD1080	RDXUCTYBYOIJGA-UHFFFAOYSA-N
AZD1208	MCUJKPPARUPFJM-UWCCDQBKSA-N
AZD1283	NEMHKCNXXRQYRF-UHFFFAOYSA-N
AZD1390	VQSZIPCGAGVRRP-UHFFFAOYSA-N
AZD1446	GTUIQNHJSXQMKW-HTQZYQBOSA-N
AZD1480	PDOQBOJDRPLBQU-QMMMGPOBSA-N
AZD1981	JWYIGNODXSRKGP-UHFFFAOYSA-N
AZD2014	JUSFANSTBFGBAF-IRXDYDNUSA-N
AZD2461	HYNBNUYQTQIHJK-UHFFFAOYSA-N
AZD2858	FHCSBLWRGCOVPT-UHFFFAOYSA-N
AZD3264	NMFIXEFNQPDISY-ZDUSSCGKSA-N
AZD3463	GCYIGMXOIWJGBU-UHFFFAOYSA-N
AZD3514	JMEYDSHPKCSIJC-UHFFFAOYSA-N
AZD3759	MXDSJQHFFDGFDK-CYBMUJFWSA-N
AZD3839	MRXBCEQZNKUUIP-DEOSSOPVSA-N
AZD3965	PRNXOFBDXNTIFG-FQEVSTJZSA-N
AZD3988	NGEBYTLALFOQKI-HDJSIYSDSA-N
AZD4547	VRQMAABPASPXMW-HDICACEKSA-N
AZD4573	AVIWDYSJSPOOAR-LSDHHAIUSA-N
AZD4635	NCWQLHHDGDXIJN-UHFFFAOYSA-N
AZD5069	QZECRCLSIGFCIO-RISCZKNCSA-N
AZD5153	RSMYFSPOTCDHHJ-GOSISDBHSA-N
AZD5363	JDUBGYFRJFOXQC-KRWDZBQOSA-N
AZD5438	WJRRGYBTGDJBFX-UHFFFAOYSA-N
AZD5991	KBQCEQAXHPIRTF-UHFFFAOYSA-N
AZD6482	IRTDIKMSKMREGO-OAHLLOKOSA-N
AZD6738	OHUHVTCQTUDPIJ-MUWSIPGASA-N
AZD6765	FWUQWDCOOWEXRY-ZDUSSCGKSA-N
AZD7545	DTDZLJHKVNTQGZ-GOSISDBHSA-N
AZD7594	ZZWJKLGCDHYVMB-BWGXUDETSA-N
AZD7687	YXFNPRHZMOGREC-SHTZXODSSA-N
AZD7762	IAYGCINLNONXHY-LBPRGKRZSA-N
AZD7986	AEXFXNFMSAAELR-RXVVDRJESA-N
AZD8055	KVLFRAWTRWDEDF-IRXDYDNUSA-N
AZD8186	LMJFJIDLEAWOQJ-CQSZACIVSA-N
AZD8330	RWEVIPRMPFNTLO-UHFFFAOYSA-N
AZD8797	ZMQSLMZOWVGBSM-GXTWGEPZSA-N
AZD8835	ZGRDYKFVDCFJCZ-UHFFFAOYSA-N
AZD8931	DFJSJLGUIXFDJP-UHFFFAOYSA-N
AZD9056	HSQAARMBHJCUOK-UHFFFAOYSA-N
AZD9272	RBSPCALDSNXWEP-UHFFFAOYSA-N
AZD9496	DFBDRVGWBHBJNR-BBNFHIFMSA-N
AZD9668	QNQZWEGMKJBHEM-UHFFFAOYSA-N
AZM-475271	WPOXAFXHRJYEIC-UHFFFAOYSA-N
BADGE	LCFVJGUPQDGYKZ-PMACEKPBSA-N
BAG-956	GVPAGJWVBUZHNQ-UHFFFAOYSA-N
BAM7	KOCVKGYKBLJEPK-LYBHJNIJSA-N
BAN-ORL-24	MAKMQGKJURAJEN-RUZDIDTESA-N
BAX-channel-blocker	KUUJEXLRLIPQQJ-HNNXBMFYSA-N
BAY-11-7082	DOEWDSDBFRHVAP-KRXBUXKQSA-N
BAY-11-7085	VHKZGNPOHPFPER-ONNFQVAWSA-N
BAY-1251152	YZCUMZWULWOUMD-MUUNZHRXSA-N
BAY-1436032	RNMAUIMMNAHKQR-QFBILLFUSA-N
BAY-1895344	YBXRSCXGRPSTMW-CYBMUJFWSA-N
BAY-2402234	KNVJMHHAXCPZHF-JTQLQIEISA-N
BAY-41-2272	ATOAHNRJAXSBOR-UHFFFAOYSA-N
BAY-60-6583	ZTYHZMAZUWOXNC-UHFFFAOYSA-N
BAY-60-7550	MYTWFJKBZGMYCS-NQIIRXRSSA-N
BAY-61-3606	JWQOJVOKBAAAAR-UHFFFAOYSA-N
BAY-8002	CLAUJSRBKSRTGQ-UHFFFAOYSA-N
BAY-85-8050	JPSHPWJJSVEEAX-GBXIJSLDSA-N
BAY-87-2243	CDJNNOJINJAXPV-UHFFFAOYSA-N
BAY-K-8644-(+/-)	ZFLWDHHVRRZMEI-CYBMUJFWSA-N
BAY-K-8644-(s)-(-)	ZFLWDHHVRRZMEI-ZDUSSCGKSA-N
BAY-W-9798	AVFYPHPSIBAAME-UHFFFAOYSA-N
BAY1125976	JBGYKRAZYDNCNV-UHFFFAOYSA-N
BAY1217389	WNEILUNVMHVMPH-UHFFFAOYSA-N
BAZ2-ICR	RRZVGDGTWNQAPW-UHFFFAOYSA-N
BCI-540	PSPGQHXMUKWNDI-UHFFFAOYSA-N
BCTC	ROGUAPYLUCHQGK-UHFFFAOYSA-N
BCX-1470	OTGQTQBPQCRNRG-UHFFFAOYSA-N
BD-1008	ASGIQUHBAVIOTI-UHFFFAOYSA-N
BD-1047	MGVRNMUKTZOQOW-UHFFFAOYSA-N
BD-1063	SUIZRDJCBVPASY-UHFFFAOYSA-N
BE-2254	PZZOEXPDTYIBPI-MRXNPFEDSA-N
BEBT-908	TWJZFXHSPBBPNI-UHFFFAOYSA-N
BET-BAY-002	AGYIAWHWIUZNSD-INIZCTEOSA-N
BETP	NTDFYGSSDDMNHI-NDEPHWFRSA-N
BFH772	JNLSTLQFDDAULK-UHFFFAOYSA-N
BGP-15	MVLOQULXIYSERZ-ZDUSSCGKSA-N
BGT226	BMMXYEBLEBULND-UHFFFAOYSA-N
BHQ	JZODKRWQWUWGCD-UHFFFAOYSA-N
BI-224436	MIXIIJCBELCMCZ-VWLOTQADSA-N
BI-2536	XQVVPGYIWAGRNI-JOCHJYFZSA-N
BI-409306	BZTIJCSHNVZMES-UHFFFAOYSA-N
BI-78D3	QFRLDZGQEZCCJZ-UHFFFAOYSA-N
BI-847325	FLBNLJLONKAPLR-BYYHNAKLSA-N
BI-D1870	DTEKTGDVSARYDS-NSHDSACASA-N
BIA-10-2474	DOWVMJFBDGWVML-UHFFFAOYSA-N
BIBN4096	ITIXDWVDFFXNEG-JHOUSYSJSA-N
BIBR-1532	PGFQXGLPJUCTOI-WYMLVPIESA-N
BIBU-1361	JUGSLZCFNSTKBN-UHFFFAOYSA-N
BIBX-1382	FTFRZXFNZVCRSK-UHFFFAOYSA-N
BIIB021	QULDDKSCVCJTPV-UHFFFAOYSA-N
BIMU-8	AFOFVIBWSLOHFR-QDMKHBRRSA-N
BINA	KMKBEESNZAPKMP-AREMUKBSSA-N
BIO-1211	NVVGCQABIHSJSQ-KFZSMJGVSA-N
BIO-5192	MNQBPRHHZPXCKZ-ZDCRTTOTSA-N
BIRT-377	FJNJHZQMQRVZEE-GOSISDBHSA-N
BIX-01294	OSXFATOLZGZLSK-UHFFFAOYSA-N
BIX-02188	FSZPIAXLCCQFCM-FCQUAONHSA-N
BIX-02189	HOMJAAIVTDVQJA-IZHYLOQSSA-N
BL-5583	DYSJMQABFPKAQM-UHFFFAOYSA-N
BLU9931	TXEBNKKOLVBTFK-UHFFFAOYSA-N
BLZ945	ADZBMFGQQWPHMJ-RHSMWYFYSA-N
BML-190	BJSDNVVWJYDOLK-UHFFFAOYSA-N
BML-284	FABQUVYDAXWUQP-UHFFFAOYSA-N
BMS-182874	MJRGSRRZKSJHOE-UHFFFAOYSA-N
BMS-191011	QKOWACXSXTXRKA-UHFFFAOYSA-N
BMS-191095	SMIKIPXIDLITMP-LEWJYISDSA-N
BMS-207940	ORJRYNKVKJAJPY-UHFFFAOYSA-N
BMS-214662	OLCWFLWEHWLBTO-HSZRJFAPSA-N
BMS-265246	SCFMWQIQBVZOQR-UHFFFAOYSA-N
BMS-299897	IZAOBRWCUGOKNH-OAHLLOKOSA-N
BMS-309403	SJRVJRYZAQYCEE-UHFFFAOYSA-N
BMS-345541	PSPFQEBFYXJZEV-UHFFFAOYSA-N
BMS-387032	OUSFTKFNBAZUKL-UHFFFAOYSA-N
BMS-470539	GULVVTHHUIIMRL-WUFINQPMSA-N
BMS-536924	ZWVZORIKUNOTCS-OAQYLSRUSA-N
BMS-566419	XEVJUIZOZCFECP-UHFFFAOYSA-N
BMS-582949	GDTQLZHHDRRBEB-UHFFFAOYSA-N
BMS-587101	NXNKJLOEGWSJGI-BKMJKUGQSA-N
BMS-599626	LUJZZYWHBDHDQX-QFIPXVFZSA-N
BMS-626529	QRPZBKAMSFHVRW-UHFFFAOYSA-N
BMS-626531	ZZZJRULMCGMYRH-UHFFFAOYSA-N
BMS-649	ZZUKALQMHNSWTK-UHFFFAOYSA-N
BMS-688521	LILGMDXLRPEBNH-HFZDXXHNSA-N
BMS-690514	CSGQVNMSRKWUSH-IAGOWNOFSA-N
BMS-707035	VNIWZCGZPBJWBI-UHFFFAOYSA-N
BMS-754807	LQVXSNNAFNGRAH-QHCPKHFHSA-N
BMS-770767	HNXGIFYHJKEXNA-KDURUIRLSA-N
BMS-777607	VNBRGSXVFBYQNN-UHFFFAOYSA-N
BMS-779788	JLPURTXCSILYLW-UHFFFAOYSA-N
BMS-806	OKGPFTLYBPQBIX-CQSZACIVSA-N
BMS-813160	CMVHFGNTABZQJU-HCXYKTFWSA-N
BMS-817378	KXDZWUPUSDCGDD-UHFFFAOYSA-N
BMS-833923	KLRRGBHZCJLIEL-UHFFFAOYSA-N
BMS-863233	JJWLXRKVUJDJKG-VIFPVBQESA-N
BMS-906024	AYOUDDAETNMCBW-GSHUGGBRSA-N
BMS-911543	JCINBYQJBYJGDM-UHFFFAOYSA-N
BMS-935177	TVJRDCQUZMGBAB-UHFFFAOYSA-N
BMS-983970	RANYIWAZSQWERN-WLENULPWSA-N
BMS-986020	GQBRZBHEPUQRPL-LJQANCHMSA-N
BMS-986142	ZRYMMWAJAFUANM-INIZCTEOSA-N
BMS-986158	KGERZPVQIRYWRK-GDLZYMKVSA-N
BMS-986195	VJPPLCNBDLZIFG-ZDUSSCGKSA-N
BMS-986205	KRTIYQIPSAGSBP-ZACQAIPSSA-N
BMS-CCR2-22	IBPXYDUJQWENPM-XZOQPEGZSA-N
BMY-14802	ZXUYYZPJUGQHLQ-KRWDZBQOSA-N
BMY-45778	DSRSEEYZGWTODH-UHFFFAOYSA-N
BMY-7378	AYYCFGDXLUPJAQ-UHFFFAOYSA-N
BNC105	RADMJHVVIZTENA-UHFFFAOYSA-N
BNTX	WXOUFNFMPVMGFZ-BDQAUFNLSA-N
BOS-172722	SGWLRDAOCLITOM-UHFFFAOYSA-N
BP-554	VUSNBQDZGKZEDL-UHFFFAOYSA-N
BP-897	MNHDKMDLOJSCGN-UHFFFAOYSA-N
BQ-123	VYCMAAOURFJIHD-PJNXIOHISA-N
BQ-788	LPAHKJMGDSJDRG-DJYQTOCQSA-N
BQU57	QFUFJOJDXRWBNA-YUZLPWPTSA-N
BRD4770	UCGWYCMPZXDHNR-UHFFFAOYSA-N
BRD7389	XASCINRGTHLHGM-UHFFFAOYSA-N
BRD9876	MKILROQBJOOZKC-UHFFFAOYSA-N
BRL-15572	QJHCTHPYUOXOGM-DEOSSOPVSA-N
BRL-26314	SAOHCSVJQIAGDD-OAHLLOKOSA-N
BRL-37344	ZGGNJJJYUVRADP-ACJLOTCBSA-N
BRL-44408	SGOFAUSEYBZKDQ-SNVBAGLBSA-N
BRL-50481	IFIUFCJFLGCQPH-UHFFFAOYSA-N
BRL-52537	GHCCBWMZKJQGLS-OAHLLOKOSA-N
BRL-54443	WKNFADCGOAHBPG-UHFFFAOYSA-N
BS-181	DNYBIOICMDTDAP-UHFFFAOYSA-N
BT-11	MVHWZNBAQIGPOQ-UHFFFAOYSA-N
BTB06584	WNDWKKPBLAKXMI-UHFFFAOYSA-N
BTB1	VZDUQPHKUBZMLW-UHFFFAOYSA-N
BTK-IN-1	SPSNKQVUYDXOGY-OAHLLOKOSA-N
BTS	WTHKAJZQYNKTCJ-UHFFFAOYSA-N
BTS-54505	WQSACWZKKZPCHN-CQSZACIVSA-N
BTS-71321	GRKYRJREJPZXIU-UHFFFAOYSA-N
BTS-72664	FCEPUTGEUCVRRI-SECBINFHSA-N
BTT-3033	NSLIQOPYDUKWTA-UHFFFAOYSA-N
BTZ043-racemate	GTUIRORNXIOHQR-VIFPVBQESA-N
BU-224	OSUVWJGCKQEMHK-UHFFFAOYSA-N
BU-239	MQSSFHXQKUSFIW-UHFFFAOYSA-N
BU226	ZXRSVNHYTSSFMN-UHFFFAOYSA-N
BVD-523	KSERXGMCDHOLSS-LJQANCHMSA-N
BVT-2733	YDPRNGAPPNPYQQ-UHFFFAOYSA-N
BVT-948	LLPBUXODFQZPFH-UHFFFAOYSA-N
BW-180C	ZHUJMSMQIPIPTF-IBURTVSXSA-N
BW-348U87	YYLKOELWSMRYHV-VXLYETTFSA-N
BW-373U86	LBLDMHBSVIVJPM-YZIHRLCOSA-N
BW-616U	MLPSDBJCWIYSEA-UHFFFAOYSA-N
BW-723C86	ALFGDCNSEBJYSP-LLVKDONJSA-N
BW-A4C	CEUDWZXMLMKPNN-SOFGYWHQSA-N
BW-B70C	UAIYNMRLUHHRMF-FYJFLYSWSA-N
BX-795	VAVXGGRQQJZYBL-UHFFFAOYSA-N
BX-912	DMMILYKXNCVKOJ-UHFFFAOYSA-N
BYK-204165	BTYSIDSTHDDAJW-LCYFTJDESA-N
C-021	WYVBISCFCHREDA-UHFFFAOYSA-N
C-1	UPTYCYWTFGTCCG-UHFFFAOYSA-N
C-751	KLWYPRNPRNPORS-UHFFFAOYSA-N
C188-9	QDCJDYWGYVPBDO-UHFFFAOYSA-N
C34	KMIQMFHPUJUDMC-HHARLNAUSA-N
C646	HEKJYZZSCQBJGB-UHFFFAOYSA-N
CA-4948	RWIMETUXCNDSLE-UHFFFAOYSA-N
CAY10505	UFBTYTGRUBUUIL-KPKJPENVSA-N
CB-03-01	GPNHMOZDMYNCPO-PDUMRIMRSA-N
CB-10-277	GUAZPUYTLMUTMA-ZHACJKMWSA-N
CB-5083	RDALZZCKQFLGJP-UHFFFAOYSA-N
CB-839	PRAAPINBUWJLGA-UHFFFAOYSA-N
CBS-1114	ZOBKPJRHDMKXQG-UHFFFAOYSA-N
CBiPES	HDVYXILCBYGKGU-UHFFFAOYSA-N
CC-115	GMYLVKUGJMYTFB-UHFFFAOYSA-N
CC-223	UFKLYTOEMRFKAD-SHTZXODSSA-N
CC-401	XDJCLCLBSGGNKS-UHFFFAOYSA-N
CC-90003	ILUKRINUNLAVMH-UHFFFAOYSA-N
CC-930	IBGLGMOPHJQDJB-IHRRRGAJSA-N
CC4	LEXDAVFCJPDCNA-VNTMZGSJSA-N
CCG-1423	DSMXVSGJIDFLKP-SECBINFHSA-N
CCG-50014	QUIIIYITNGOFEI-UHFFFAOYSA-N
CCG-63802	VFSVKVQMZDJFQX-NBVRZTHBSA-N
CCG-63808	IPZHFKHGSYRBNT-DTQAZKPQSA-N
CCMI	VMAKIACTLSBBIY-UHFFFAOYSA-N
CCMQ	IFXJDEHFADWURH-UHFFFAOYSA-N
CCT-031374	JPCYSKNELCOPKJ-UHFFFAOYSA-N
CCT018159	OWPMENVYXDJDOW-UHFFFAOYSA-N
CCT128930	RZIDZIGAXXNODG-UHFFFAOYSA-N
CCT129202	QYKHWEFPFAGNEV-UHFFFAOYSA-N
CCT137690	GFLQCBTXTRCREJ-UHFFFAOYSA-N
CCT196969	KYYKGSDLXXKQCR-UHFFFAOYSA-N
CCT245737	YBYYWUUUGCNAHQ-LLVKDONJSA-N
CD-1530	VCQGNUWOMLYNNG-UHFFFAOYSA-N
CD-437	LDGIHZJOIQSHPB-UHFFFAOYSA-N
CDK1-5-inhibitor	DWHVZCLBMTZRQM-UHFFFAOYSA-N
CDK9-IN-6	XWQVQSXLXAXOPJ-ACRUOGEOSA-N
CDPPB	BKUIZWILNWHFHD-UHFFFAOYSA-N
CE3F4	ZZLQPWXVZCPUGC-LURJTMIESA-N
CEP-32496	DKNUPRMJNUQNHR-UHFFFAOYSA-N
CEP-33779	RFZKSQIFOZZIAQ-UHFFFAOYSA-N
CEP-37440	BCSHRERPHLTPEE-NRFANRHFSA-N
CEP-40783	FKCWHHYUMFGOPY-UHFFFAOYSA-N
CF102	IPSYPUKKXMNCNQ-PFHKOEEOSA-N
CFI-400945	DADASRPKWOGKCU-FVTQAUBDSA-N
CFI-402257	PMQUGSPFUBGJCZ-CHOKWEPUSA-N
CFM-1571	YZCSJBGQLATPMH-UHFFFAOYSA-N
CFM-2	MJKADKZSYQWGLL-UHFFFAOYSA-N
CFTRinh-172	JIMHYXZZCWVCMI-RIYZIHGNSA-N
CG-400549	YCLREGRRHGLOAK-UHFFFAOYSA-N
CGH2466	BEPGKLOHQTXUHX-UHFFFAOYSA-N
CGK-733	HLCDNLNLQNYZTK-OAQYLSRUSA-N
CGM097	CLRSLRWKONPSRQ-IIPSPAQQSA-N
CGP-12177	UMQUQWCJKFOUGV-SECBINFHSA-N
CGP-13501	XGWATTXMMMANFJ-UHFFFAOYSA-N
CGP-20712A	GKJZEKSHCJELPL-OAHLLOKOSA-N
CGP-25454A	JEMKCYHUYUPGFN-UHFFFAOYSA-N
CGP-37157	KQEPIRKXSUIUTH-HNNXBMFYSA-N
CGP-37849	BDYHNCZIGYIOGJ-XWCPEMDWSA-N
CGP-39551	OKDOWCKDTWNRCB-PTYLAXBQSA-N
CGP-52411	AAALVYBICLMAMA-UHFFFAOYSA-N
CGP-53353	RONQPWQYDRPRGG-UHFFFAOYSA-N
CGP-54626	JGGVBBYJRQOPPA-BBRMVZONSA-N
CGP-55845	ZODSPDOOCZZEIM-BBRMVZONSA-N
CGP-57380	UQPMANVRZYYQMD-UHFFFAOYSA-N
CGP-60474	IYNDTACKOAXKBJ-UHFFFAOYSA-N
CGP-71683	UULIGRNKXHCLQN-WGSAOQKQSA-N
CGP-74514	UTBSBSOBZHXMHI-LSDHHAIUSA-N
CGP-78608	DPFHVUSPVHRVFL-YFKPBYRVSA-N
CGP-7930	XLWJPQQFJNGUPA-UHFFFAOYSA-N
CGS-15943	MSJODEOZODDVGW-UHFFFAOYSA-N
CGS-20625	UBLXQFIFWUEVGJ-UHFFFAOYSA-N
CGS-21680	PAOANWZGLPPROA-RQXXJAGISA-N
CGS-9896	QCBUAKLOWCOUCR-UHFFFAOYSA-N
CH-170	JBXSBZBZASARMY-UHFFFAOYSA-N
CH-5183284	BEMNJULZEQTDJY-UHFFFAOYSA-N
CH223191	LKTNEXPODAWWFM-GHVJWSGMSA-N
CH5132799	JEGHXKRHKHPBJD-UHFFFAOYSA-N
CH55	FOUVTBKPJRMLPE-FMIVXFBMSA-N
CHC	AFVLVVWMAFSXCK-VMPITWQZSA-N
CHF5074	LIYLTQQDABRNRX-UHFFFAOYSA-N
CHIR-124	MOVBBVMDHIRCTG-LJQANCHMSA-N
CHIR-98014	MDZCSIDIPDZWKL-UHFFFAOYSA-N
CHIR-99021	AQGNHMOJWBZFQQ-UHFFFAOYSA-N
CHPG	UNIDAFCQFPGYJJ-SSDOTTSWSA-N
CHR-6494	CZZCAOGIEGXMBZ-UHFFFAOYSA-N
CI-844	KDGUIKPOZGYLQJ-UHFFFAOYSA-N
CI-923	MJRICTKAEYTJAV-LBPRGKRZSA-N
CI-953	ZSBWDKCIIZYQIR-UHFFFAOYSA-N
CI-966	CMHQDSBIBSKHFP-UHFFFAOYSA-N
CI-976	WAFNZAURAWBNDZ-UHFFFAOYSA-N
CID-16020046	VGUQVYZXABOXCX-QHCPKHFHSA-N
CID-2011756	XQJWTJLJEYIUDZ-UHFFFAOYSA-N
CID-2745687	CYNLZIBKERMMOA-AWQFTUOYSA-N
CID-5458317	BJJVCNWHNQAAGB-HMMYKYKNSA-N
CIM-0216	KSEXDSJYVSEVGF-FQEVSTJZSA-N
CINPA-1	AYQBYSPEGRYKFA-UHFFFAOYSA-N
CIQ	VYMILMYEENZHAR-HSZRJFAPSA-N
CITCO	ZQWBOKJVVYNKTL-AUEPDCJTSA-N
CJ-033466	ISKHMDNIWXPUGR-UHFFFAOYSA-N
CJ-13610	VPTONMHDLLMOOV-UHFFFAOYSA-N
CK-101	IDRGFNPZDVBSSE-UHFFFAOYSA-N
CK-636	ACAKNPKRLPMONU-UHFFFAOYSA-N
CKD-712	YGCQFKVNIBDJFW-SFHVURJKSA-N
CKI-7	OGKYMFFYOWUTKV-UHFFFAOYSA-N
CL-218872	GUOQUXNJZHGPQF-UHFFFAOYSA-N
CL-225385	ZJRCIQAMTAINCB-UHFFFAOYSA-N
CL316243	JEDJMKTVUPSHFW-ABAIWWIYSA-N
CM-4620	QQMKTHUGOQDEIL-UHFFFAOYSA-N
CMPD-1	ODYAQBDIXCVKAE-UHFFFAOYSA-N
CNQX	RPXVIAFEQBNEAX-UHFFFAOYSA-N
CNX-2006	BFSRTTWIPACGMI-UHFFFAOYSA-N
CNX-774	VVLHQJDAUIPZFH-UHFFFAOYSA-N
CO-101244	VKMFDKYCIKEDMR-UHFFFAOYSA-N
CO-102862	MHUUDVZSPFRUSK-RQZCQDPDSA-N
COH29	LGGDLPSXAGQFSG-UHFFFAOYSA-N
COR-170	MSJISJDTJJYBFT-UHFFFAOYSA-N
CORT-108297	SLKURXRZHJOZOD-RUZDIDTESA-N
COTI-2	UTDAKQMBNSHJJB-CJLVFECKSA-N
CP-316819	WEQLRDLTRCEUHG-PKOBYXMFSA-N
CP-339818	MMGAVKCAGQCFHS-LSDHQDQOSA-N
CP-376395	VIZBSVDBNLAVAW-UHFFFAOYSA-N
CP-471474	QCOQJYRPDUMCNP-UHFFFAOYSA-N
CP-532623	TUPKOWFPVAXQFP-OFNKIYASSA-N
CP-547632	HXHAJRMTJXHJJZ-UHFFFAOYSA-N
CP-640186	LDQKDRLEMKIYMC-XMMPIXPASA-N
CP-673451	DEEOXSOLTLIWMG-UHFFFAOYSA-N
CP-724714	LLVZBTWPGQVVLW-SNAWJCMRSA-N
CP-775146	OISHBINQIFNIPV-JOCHJYFZSA-N
CP-91149	HINJNZFCMLSBCI-PKOBYXMFSA-N
CP-93129	PJYVGMRFPFNZCT-UHFFFAOYSA-N
CP-94253	KWQWBZIGHIOKIO-UHFFFAOYSA-N
CP-99994	DTQNEFOKTXXQKV-HKUYNNGSSA-N
CPA-inhibitor	PONANXDRJJIGPG-MRXNPFEDSA-N
CPCCOEt	FXCTZFMSAHZQTR-PFJVYOFESA-N
CPI-0610	GCWIQUVXWZWCLE-INIZCTEOSA-N
CPI-1189	DJKNRCWSXSZACF-UHFFFAOYSA-N
CPI-1205	HPODOLXTMDHLLC-QGZVFWFLSA-N
CPI-169	LHGUZCKPFXXVPV-GOSISDBHSA-N
CPI-203	QECMENZMDBOLDR-AWEZNQCLSA-N
CPI-360	PFPSFENQCNMITC-MRXNPFEDSA-N
CPI-444	KURQKNMKCGYWRJ-HNNXBMFYSA-N
CPI-613	ZYRLHJIMTROTBO-NRFANRHFSA-N
CPP	CUVGUPIVTLGRGI-SSDOTTSWSA-N
CPSI-1306-(+/-)	GUWOSEVHCSNYFK-LLVKDONJSA-N
CQS	CTSNHMQGVWXIEG-UHFFFAOYSA-N
CR8-(R)	HOCBJBNQIQQQGT-LJQANCHMSA-N
CRT0044876	BIUCOFQROHIAEO-UHFFFAOYSA-N
CS-110266	RGSVXQJPSWZXOP-UHFFFAOYSA-N
CS-917	XJMYIJPPDSZOPN-UHFFFAOYSA-N
CT-7758	KYHVWHYLKOHLKA-FQEVSTJZSA-N
CT7001	YCVGLKWJKIKVBI-MJGOQNOKSA-N
CTEP	GOHCTCOGYKAJLZ-UHFFFAOYSA-N
CTS-1027	ROSNVSQTEGHUKU-UHFFFAOYSA-N
CTS21166	NIOCOJFPGCXNKL-ZKZXETMPSA-N
