ENSG00000000003	O43657
ENSG00000065613	Q9H2G2
ENSG00000065615	Q7L1T6
ENSG00000065618	Q9UMD9
ENSG00000065621	Q9H4Y5
ENSG00000065665	Q9H9S3
ENSG00000065675	Q04759
ENSG00000065717	Q04725
ENSG00000065802	Q9Y576
ENSG00000065809	Q9H098
ENSG00000065833	P48163
ENSG00000065882	Q86TI0
ENSG00000065883	Q14004
ENSG00000065911	P13995
ENSG00000065923	Q96T83
ENSG00000065970	Q9P0K8
ENSG00000065978	P67809
ENSG00000065989	P27815
ENSG00000066027	Q15172
ENSG00000066032	P26232
ENSG00000066044	Q15717
ENSG00000066056	P35590
ENSG00000066084	Q9P265
ENSG00000066117	Q96GM5
ENSG00000066135	O75164
ENSG00000066136	Q13952
ENSG00000066185	Q9H0C1
ENSG00000066230	P48764
ENSG00000066248	Q8N5V2
ENSG00000066279	Q8IZT6
ENSG00000066294	Q9UIB8
ENSG00000066322	Q9BW60
ENSG00000066336	P17947
ENSG00000066379	Q9P1U0
ENSG00000066382	Q15777
ENSG00000066405	P56856
ENSG00000066422	O95625
ENSG00000066427	P54252
ENSG00000066455	Q8TBA6
ENSG00000066468	P21802
ENSG00000066557	Q9H9A6
ENSG00000066583	Q96CN7
ENSG00000066629	O00423
ENSG00000066651	Q7Z4G4
ENSG00000066654	Q9NXG2
ENSG00000066697	Q96H12
ENSG00000066735	Q9ULI4
ENSG00000066739	Q96BY7
ENSG00000066777	Q9Y6D6
ENSG00000066813	Q68CK6
ENSG00000066827	Q9P243
ENSG00000066855	Q15390
ENSG00000066923	Q9UJ98
ENSG00000066926	P22830
ENSG00000066933	B2RTY4
ENSG00000067048	O15523
ENSG00000067057	Q01813
ENSG00000067064	Q13907
ENSG00000067066	P23497
ENSG00000067082	Q99612
ENSG00000067113	O14494
ENSG00000067141	Q92859
ENSG00000067167	Q15629
ENSG00000067177	P46020
ENSG00000067182	P19438
ENSG00000067191	Q02641
ENSG00000067208	O60447
ENSG00000067221	Q9UBI4
ENSG00000067225	P14618
ENSG00000067248	Q7Z478
ENSG00000067334	Q5QJE6
ENSG00000067365	Q9BUU2
ENSG00000067369	Q12888
ENSG00000067445	Q12816
ENSG00000067533	Q9Y3B9
ENSG00000067560	P61586
ENSG00000067596	Q14562
ENSG00000067606	Q05513
ENSG00000067646	P08048
ENSG00000067704	Q9NSE4
ENSG00000067715	P21579
ENSG00000067798	Q8IVL0
ENSG00000067829	P51553
ENSG00000067836	Q9GZN7
ENSG00000067840	Q76G19
ENSG00000067842	Q16720
ENSG00000067900	Q13464
ENSG00000067955	Q13951
ENSG00000067992	Q15120
ENSG00000068001	Q12891
ENSG00000068024	P56524
ENSG00000068028	Q9NS23
ENSG00000068078	P22607
ENSG00000068079	P80217
ENSG00000068097	Q6AI08
ENSG00000068120	Q13057
ENSG00000068137	Q7Z736
ENSG00000068305	Q02078
ENSG00000068308	Q96G74
ENSG00000068323	P19532
ENSG00000068354	Q3MII6
ENSG00000068366	O60488
ENSG00000068383	Q14642
ENSG00000068394	Q92917
ENSG00000068400	Q4V328
ENSG00000068438	Q9UET6
ENSG00000068489	Q96HE9
ENSG00000068615	Q9H902
ENSG00000068650	P98196
ENSG00000068654	O95602
ENSG00000068697	Q15012
ENSG00000068724	Q9ULT0
ENSG00000068745	Q9UHH9
ENSG00000068784	Q8N5C6
ENSG00000068796	O00139
ENSG00000068831	Q7LDG7
ENSG00000068878	Q14997
ENSG00000068885	Q9P2H3
ENSG00000068903	Q8IXJ6
ENSG00000068912	Q96DZ1
ENSG00000068971	Q15173
ENSG00000068976	P11217
ENSG00000068985	O75459
ENSG00000069011	P78337
ENSG00000069018	Q9HCX4
ENSG00000069020	O15021
ENSG00000069122	Q8IZF2
ENSG00000069188	Q58EX2
ENSG00000069206	Q9H2U9
ENSG00000069248	Q8WUM0
ENSG00000069275	Q9H1E3
ENSG00000069329	Q96QK1
ENSG00000069345	O60884
ENSG00000069399	P20749
ENSG00000069424	Q13303
ENSG00000069431	O60706
ENSG00000069482	P22466
ENSG00000069493	Q9UHP7
ENSG00000069509	Q8IVP5
ENSG00000069535	P27338
ENSG00000069667	P35398
ENSG00000069696	P21917
ENSG00000069702	Q03167
ENSG00000069764	O15496
ENSG00000069812	Q9Y543
ENSG00000069849	P54709
ENSG00000069869	P46934
ENSG00000069943	Q92521
ENSG00000069956	Q16659
ENSG00000069966	O14775
ENSG00000069974	P51159
ENSG00000069998	Q9BXW7
ENSG00000070010	Q92890
ENSG00000070018	O75581
ENSG00000070019	P25092
ENSG00000070031	P09683
ENSG00000070047	Q9P1Y6
ENSG00000070061	O95163
ENSG00000070081	P80303
ENSG00000070087	P35080
ENSG00000070159	P26045
ENSG00000070182	P11277
ENSG00000070190	Q9UN19
ENSG00000070193	O15520
ENSG00000070214	Q8WWI5
ENSG00000070269	Q9NX78
ENSG00000070366	Q86US8
ENSG00000070367	O00471
ENSG00000070371	P53675
ENSG00000070388	Q9HCT0
ENSG00000070404	O95633
ENSG00000070413	P98153
ENSG00000070423	Q9BV68
ENSG00000070444	Q99583
ENSG00000070476	Q2QGD7
ENSG00000070495	Q6NYC1
ENSG00000070501	P06746
ENSG00000070526	Q9NSC7
ENSG00000070540	Q5MNZ9
ENSG00000070601	Q5SYB0
ENSG00000070610	Q9HCG7
ENSG00000070614	P52848
ENSG00000070669	P08243
ENSG00000070718	P53677
ENSG00000070729	Q14028
ENSG00000070731	Q9UJ37
ENSG00000070748	P28329
ENSG00000070756	P11940
ENSG00000070759	Q96S53
ENSG00000070761	Q9Y6A4
ENSG00000070770	P19784
ENSG00000070778	Q16825
ENSG00000070785	Q9NR50
ENSG00000070808	Q9UQM7
ENSG00000070814	Q13428
ENSG00000070831	P60953
ENSG00000070882	Q9H4L5
ENSG00000070886	P29322
ENSG00000070915	P55017
ENSG00000070950	Q9NS91
ENSG00000070961	P20020
ENSG00000070985	Q9NZQ8
ENSG00000071051	O43639
ENSG00000071054	O95819
ENSG00000071073	Q9UM21
ENSG00000071082	P62899
ENSG00000071127	O75083
ENSG00000071189	Q9Y5W8
ENSG00000071203	Q9NXJ0
ENSG00000071205	A1A4S6
ENSG00000071242	Q15349
ENSG00000071243	Q9NXR8
ENSG00000071246	Q7L8A9
ENSG00000071282	Q9NZU5
ENSG00000071462	O43709
ENSG00000071537	Q9UBV2
ENSG00000071539	Q15645
ENSG00000071553	Q15904
ENSG00000071564	P15923
ENSG00000071575	Q92519
ENSG00000071626	Q96EP5
ENSG00000071655	O95983
ENSG00000071677	P81277
ENSG00000071794	Q14527
ENSG00000071859	Q14320
ENSG00000071889	P98173
ENSG00000071894	Q10570
ENSG00000071909	Q8WXR4
ENSG00000071967	Q53TN4
ENSG00000071991	Q9H159
ENSG00000071994	Q16342
ENSG00000072041	Q9H2J7
ENSG00000072042	Q8TC12
ENSG00000072062	P17612
ENSG00000072071	O94910
ENSG00000072080	Q13103
ENSG00000072110	P12814
ENSG00000072121	Q68DK2
ENSG00000072133	Q9UK32
ENSG00000072134	O95208
ENSG00000072135	Q99952
ENSG00000072163	Q7Z4I7
ENSG00000072182	Q96FT7
ENSG00000072195	Q15772
ENSG00000072201	Q8TBB1
ENSG00000072210	P51648
ENSG00000072274	P02786
ENSG00000072310	P36956
ENSG00000072315	Q9UL62
ENSG00000072364	Q9UHB7
ENSG00000072401	P51668
ENSG00000072415	Q8N3R9
ENSG00000072422	O94844
ENSG00000072501	Q14683
ENSG00000072506	Q99714
ENSG00000072518	Q7KZI7
ENSG00000072571	O75330
ENSG00000072609	Q96EP1
ENSG00000072657	Q9UKU6
ENSG00000072682	O15460
ENSG00000072694	P31994
ENSG00000072736	Q12968
ENSG00000072756	Q96Q11
ENSG00000072778	P49748
ENSG00000072786	O94804
ENSG00000072803	Q9UKB1
ENSG00000072818	Q15027
ENSG00000072832	Q14194
ENSG00000072840	P57679
ENSG00000072849	Q9GZP9
ENSG00000072858	Q9NXL6
ENSG00000072864	Q9NXR1
ENSG00000072952	Q9Y6F6
ENSG00000072954	Q9H6F2
ENSG00000072958	Q9BXS5
ENSG00000073008	P15151
ENSG00000073050	P18887
ENSG00000073060	Q8WTV0
ENSG00000073067	Q8TAV3
ENSG00000073111	P49736
ENSG00000073146	Q9BXT6
ENSG00000073150	Q96RD6
ENSG00000073169	Q9BVL4
ENSG00000073282	Q9H3D4
ENSG00000073331	Q96QP1
ENSG00000073350	Q6P1M3
ENSG00000073417	O60658
ENSG00000073464	P51793
ENSG00000073536	Q9NVX2
ENSG00000073578	P31040
ENSG00000073584	Q969G3
ENSG00000073598	Q8TC99
ENSG00000073605	Q8TAX9
ENSG00000073614	P29375
ENSG00000073670	O75078
ENSG00000073711	Q06190
ENSG00000073712	Q96AC1
ENSG00000073734	O95342
ENSG00000073737	Q9BPW9
ENSG00000073754	O43866
ENSG00000073756	P35354
ENSG00000073792	Q9Y6M1
ENSG00000073803	O43283
ENSG00000073849	P15907
ENSG00000073861	Q9UL17
ENSG00000073910	Q5TBA9
ENSG00000073921	Q13492
ENSG00000073969	P46459
ENSG00000074047	P10070
ENSG00000074054	Q7Z460
ENSG00000074071	P82930
ENSG00000074181	Q9UM47
ENSG00000074201	P54105
ENSG00000074211	Q9Y2T4
ENSG00000074219	Q15562
ENSG00000074266	O75530
ENSG00000074276	Q9BYE9
ENSG00000074317	Q16143
ENSG00000074319	Q99816
ENSG00000074356	Q53F19
ENSG00000074370	Q93084
ENSG00000074410	O43570
ENSG00000074416	Q99685
ENSG00000074527	Q9HB63
ENSG00000074582	Q9Y276
ENSG00000074590	O60285
ENSG00000074603	Q6V1X1
ENSG00000074621	O60721
ENSG00000074657	Q9HCE3
ENSG00000074660	Q14162
ENSG00000074695	P49257
ENSG00000074696	Q9P035
ENSG00000074706	Q8WWN9
ENSG00000074755	O43149
ENSG00000074771	Q9HBY0
ENSG00000074800	P06733
ENSG00000074803	Q13621
ENSG00000074842	Q969H8
ENSG00000074855	Q9HCE9
ENSG00000074935	Q9UJT0
ENSG00000074964	Q9HCE6
ENSG00000074966	P42681
ENSG00000075035	Q2TBF2
ENSG00000075043	O43526
ENSG00000075073	P21452
ENSG00000075089	Q9GZN1
ENSG00000075131	Q9BVW5
ENSG00000075142	P30626
ENSG00000075151	O43432
ENSG00000075188	Q8NFH4
ENSG00000075213	Q14563
ENSG00000075218	Q9NYZ3
ENSG00000075223	Q99985
ENSG00000075234	Q5R3I4
ENSG00000075239	P24752
ENSG00000075240	Q6IC98
ENSG00000075275	Q9NYQ6
ENSG00000075290	Q93098
ENSG00000075292	Q14966
ENSG00000075303	Q8TBP6
ENSG00000075336	Q9BVV7
ENSG00000075340	P35612
ENSG00000075388	P08620
ENSG00000075391	Q9UJF2
ENSG00000075399	Q9Y2B5
ENSG00000075407	P17032
ENSG00000075413	P27448
ENSG00000075415	Q00325
ENSG00000075420	Q53EP0
ENSG00000075426	P15408
ENSG00000075429	Q9UF02
ENSG00000075461	Q9UBN1
ENSG00000075539	O94915
ENSG00000075568	Q92545
ENSG00000075618	Q16658
ENSG00000075624	P60709
ENSG00000075643	Q96EN8
ENSG00000075651	Q13393
ENSG00000075673	P54707
ENSG00000075702	O43379
ENSG00000075711	Q12959
ENSG00000075785	P51149
ENSG00000075790	Q9UHQ4
ENSG00000075826	Q9NQW1
ENSG00000075856	Q15020
ENSG00000075884	Q53QZ3
ENSG00000075886	P0DPH8
ENSG00000075891	Q02962
ENSG00000075914	Q15024
ENSG00000075945	Q92845
ENSG00000075975	Q9H000
ENSG00000076003	Q14566
ENSG00000076043	Q9Y3B8
ENSG00000076053	Q9Y580
ENSG00000076067	Q15434
ENSG00000076108	Q9UIF9
ENSG00000076201	Q9H3S7
ENSG00000076242	P40692
ENSG00000076248	P13051
ENSG00000076258	P31512
ENSG00000076321	Q9Y2M5
ENSG00000076344	O94810
ENSG00000076351	Q96NT5
ENSG00000076356	O75051
ENSG00000076382	Q96R06
ENSG00000076513	Q8IZ07
ENSG00000076554	P55327
ENSG00000076555	O00763
ENSG00000076604	Q9BUZ4
ENSG00000076641	Q9NWQ8
ENSG00000076650	Q9BRR8
ENSG00000076662	P32942
ENSG00000076685	P49902
ENSG00000076706	P43121
ENSG00000076716	O75487
ENSG00000076770	Q9NUK0
ENSG00000076826	Q9P1Y5
ENSG00000076864	P47736
ENSG00000076924	Q9HCS7
ENSG00000076928	Q92888
ENSG00000076944	Q15833
ENSG00000076984	O14733
ENSG00000077009	Q9NPI5
ENSG00000077044	Q16760
ENSG00000077063	Q8WZ74
ENSG00000077080	O94805
ENSG00000077092	P10826
ENSG00000077097	Q02880
ENSG00000077147	Q9HD45
ENSG00000077150	Q00653
ENSG00000077152	Q9NPD8
ENSG00000077157	O60237
ENSG00000077232	Q8IXB1
ENSG00000077235	Q12789
ENSG00000077238	P24394
ENSG00000077254	Q8TEY7
ENSG00000077264	O75914
ENSG00000077274	Q9Y6Q1
ENSG00000077279	O43602
ENSG00000077312	P09012
ENSG00000077327	O75602
ENSG00000077348	Q9NQT4
ENSG00000077380	Q13409
ENSG00000077420	Q7Z5R6
ENSG00000077454	O75427
ENSG00000077458	Q5HYJ3
ENSG00000077463	Q8N6T7
ENSG00000077498	P14679
ENSG00000077514	Q15054
ENSG00000077522	P35609
ENSG00000077549	P47756
ENSG00000077585	O60478
ENSG00000077616	Q9Y3Q0
ENSG00000077684	Q6IE81
ENSG00000077713	Q8WUT9
ENSG00000077721	P49459
ENSG00000077782	P11362
ENSG00000077800	O75344
ENSG00000077935	Q8NDV3
ENSG00000077942	P23142
ENSG00000077943	P53708
ENSG00000077984	O76096
ENSG00000078018	P11137
ENSG00000078043	O75928
ENSG00000078053	P49418
ENSG00000078061	P10398
ENSG00000078070	Q96RQ3
ENSG00000078081	Q9UQV4
ENSG00000078098	Q12884
ENSG00000078114	O76041
ENSG00000078124	Q9NUN7
ENSG00000078140	P61086
ENSG00000078142	Q8NEB9
ENSG00000078177	Q86UW6
ENSG00000078237	Q9NQ88
ENSG00000078246	O75386
ENSG00000078269	O15056
ENSG00000078295	Q08462
ENSG00000078304	Q13362
ENSG00000078328	Q9NWB1
ENSG00000078369	P62873
ENSG00000078399	P31269
ENSG00000078401	P05305
ENSG00000078403	P55197
ENSG00000078487	Q9H0M4
ENSG00000078549	P41586
ENSG00000078579	Q9NP95
ENSG00000078589	O00398
ENSG00000078596	O43736
ENSG00000078618	O43847
ENSG00000078668	Q9Y277
ENSG00000078674	Q15154
ENSG00000078687	Q9HCJ0
ENSG00000078699	O43439
ENSG00000078725	O60477
ENSG00000078747	Q96J02
ENSG00000078795	Q9NZM6
ENSG00000078804	Q8IXH6
ENSG00000078808	Q9BRK5
ENSG00000078814	A7E2Y1
ENSG00000078898	Q8N4F0
ENSG00000078900	O15350
ENSG00000078902	Q9H0E2
ENSG00000078967	Q9Y2X8
ENSG00000079101	Q15846
ENSG00000079102	Q06455
ENSG00000079112	Q12864
ENSG00000079134	Q96FV9
ENSG00000079150	Q9Y680
ENSG00000079156	Q9BZF3
ENSG00000079215	P43003
ENSG00000079246	P13010
ENSG00000079257	Q9BS40
ENSG00000079263	Q13342
ENSG00000079277	Q9BUB5
ENSG00000079308	Q9HBL0
ENSG00000079313	Q8N1G1
ENSG00000079332	Q9NR31
ENSG00000079335	Q9UNH5
ENSG00000079337	O95398
ENSG00000079385	P13688
ENSG00000079387	Q9P0U3
ENSG00000079393	Q6B8I1
ENSG00000079393	Q9UII6
ENSG00000079432	Q96RK0
ENSG00000079435	Q05469
ENSG00000079459	P37268
ENSG00000079462	Q15102
ENSG00000079482	O60890
ENSG00000079557	P43652
ENSG00000079616	Q14807
ENSG00000079689	O76038
ENSG00000079691	Q5VZK9
ENSG00000079739	P36871
ENSG00000079785	Q92499
ENSG00000079805	P50570
ENSG00000079819	O43491
ENSG00000079841	Q86UR5
ENSG00000079931	Q6UVY6
ENSG00000079950	O15400
ENSG00000079974	Q9UNT1
ENSG00000079999	Q14145
ENSG00000080007	Q9NXZ2
ENSG00000080031	Q9HD43
ENSG00000080166	P40126
ENSG00000080189	Q9NQQ7
ENSG00000080200	Q68DQ2
ENSG00000080224	Q9UF33
ENSG00000080293	P47872
ENSG00000080298	P48380
ENSG00000080345	Q5UIP0
ENSG00000080371	Q9UL25
ENSG00000080493	Q9Y6R1
ENSG00000080503	P51531
ENSG00000080511	Q9NYR8
ENSG00000080546	Q9Y6P5
ENSG00000080561	Q9UJV3
ENSG00000080572	Q9NQM4
ENSG00000080573	P25940
ENSG00000080603	Q6ZRS2
ENSG00000080608	Q15397
ENSG00000080618	Q96IY4
ENSG00000080644	P32297
ENSG00000080709	Q9H2S1
ENSG00000080802	O95628
ENSG00000080815	P49768
ENSG00000080819	P36551
ENSG00000080822	Q9NY35
ENSG00000080823	Q9UQ07
ENSG00000080824	P07900
ENSG00000080839	P28749
ENSG00000080845	Q9Y2H0
ENSG00000080854	Q9UPX0
ENSG00000080910	P36980
ENSG00000080986	O14777
ENSG00000081014	Q9UPM8
ENSG00000081019	Q5VWQ0
ENSG00000081026	Q5TCQ9
ENSG00000081041	P19875
ENSG00000081051	P02771
ENSG00000081052	P53420
ENSG00000081059	P36402
ENSG00000081087	Q86WC4
ENSG00000081138	Q9ULB5
ENSG00000081148	Q9BZV3
ENSG00000081154	Q8WW12
ENSG00000081177	Q9NVH0
ENSG00000081181	P78540
ENSG00000081189	Q06413
ENSG00000081237	P08575
ENSG00000081248	Q13698
ENSG00000081277	Q13835
ENSG00000081307	Q9GZZ9
ENSG00000081320	O94768
ENSG00000081377	O60729
ENSG00000081386	Q9Y2H8
ENSG00000081479	P98164
ENSG00000081665	Q5JVG8
ENSG00000081692	Q9H9V9
ENSG00000081721	Q9UNI6
ENSG00000081760	Q86V21
ENSG00000081791	Q14154
ENSG00000081800	Q9BZW2
ENSG00000081803	Q86UW7
ENSG00000081818	Q9Y5E5
ENSG00000081842	Q9UN73
ENSG00000081853	Q9Y5H1
ENSG00000081870	Q9Y547
ENSG00000081913	O60346
ENSG00000081923	O43520
ENSG00000081985	Q99665
ENSG00000082014	Q6STE5
ENSG00000082068	Q9NW82
ENSG00000082074	O15117
ENSG00000082126	Q96JB8
ENSG00000082146	Q9C0K7
ENSG00000082153	Q7L1Q6
ENSG00000082175	P06401
ENSG00000082196	Q9BXJ4
ENSG00000082212	P23368
ENSG00000082213	Q49AR2
ENSG00000082258	O60583
ENSG00000082269	Q9P2D6
ENSG00000082293	Q14993
ENSG00000082397	Q9Y2J2
ENSG00000082438	Q53SF7
ENSG00000082458	Q92796
ENSG00000082482	O95069
ENSG00000082497	Q9NUC0
ENSG00000082512	O00463
ENSG00000082515	Q9NWU5
ENSG00000082516	Q8TEQ6
ENSG00000082556	P41145
ENSG00000082641	Q14494
ENSG00000082684	Q9P283
ENSG00000082701	P49841
ENSG00000082781	P18084
ENSG00000082805	Q8IUD2
ENSG00000082898	O14980
ENSG00000082996	O43567
ENSG00000083067	Q9HCF6
ENSG00000083093	Q86YC2
ENSG00000083097	Q5JWR5
ENSG00000083099	Q9NU23
ENSG00000083123	P21953
ENSG00000083168	Q92794
ENSG00000083223	Q5VYS8
ENSG00000083290	Q8IYT8
ENSG00000083307	Q6ISB3
ENSG00000083312	Q92973
ENSG00000083444	Q02809
ENSG00000083454	Q93086
ENSG00000083457	P38570
ENSG00000083520	Q9Y2L1
ENSG00000083535	Q8WXW3
ENSG00000083544	Q9H7E2
ENSG00000083635	Q9UHK0
ENSG00000083642	Q9NTI5
ENSG00000083720	P55809
ENSG00000083750	Q5VZM2
ENSG00000083782	Q99645
ENSG00000083799	Q9NQC7
ENSG00000083807	Q9Y2P5
ENSG00000083812	O75467
ENSG00000083814	Q8TAW3
ENSG00000083817	Q9BWM5
ENSG00000083828	Q9NXT0
ENSG00000083838	Q9NWS9
ENSG00000083844	O43296
ENSG00000083845	P46782
ENSG00000083857	Q14517
ENSG00000083896	Q96MU7
ENSG00000083937	Q9UQN3
ENSG00000084070	Q8WU79
ENSG00000084072	Q9UNP9
ENSG00000084073	O75844
ENSG00000084090	Q9NQZ5
ENSG00000084092	Q8NC60
ENSG00000084093	Q13127
ENSG00000084110	P42357
ENSG00000084112	Q8WYL5
ENSG00000084207	P09211
ENSG00000084234	Q06481
ENSG00000084444	A2RU67
ENSG00000084453	P46721
ENSG00000084463	Q9Y2W2
ENSG00000084623	Q13347
ENSG00000084628	Q4KMZ8
ENSG00000084636	Q07092
ENSG00000084652	P40222
ENSG00000084674	P04114
ENSG00000084676	Q15788
ENSG00000084693	Q8NDL9
ENSG00000084710	Q9Y2G0
ENSG00000084731	O14782
ENSG00000084733	P61026
ENSG00000084734	Q14397
ENSG00000084754	P40939
ENSG00000084764	Q9UPY8
ENSG00000084774	P27708
ENSG00000085063	P13987
ENSG00000085117	P27701
ENSG00000085185	Q5H9F3
ENSG00000085224	P46100
ENSG00000085231	Q9Y3D8
ENSG00000085265	O00602
ENSG00000085274	Q9NPC7
ENSG00000085276	Q03112
ENSG00000085365	O15126
ENSG00000085377	P48147
ENSG00000085382	Q8IYU2
ENSG00000085415	Q96EE3
ENSG00000085433	O94967
ENSG00000085449	Q8IWB7
ENSG00000085465	Q12889
ENSG00000085491	Q6NUK1
ENSG00000085511	Q9Y6R4
ENSG00000085514	Q9UKJ1
ENSG00000085552	Q9P2J2
ENSG00000085563	P08183
ENSG00000085644	O14771
ENSG00000085662	P15121
ENSG00000085719	O75131
ENSG00000085721	Q9NYV6
ENSG00000085733	Q14247
ENSG00000085741	O96014
ENSG00000085760	P46199
ENSG00000085788	O94830
ENSG00000085831	Q5SRH9
ENSG00000085832	P42566
ENSG00000085840	Q13415
ENSG00000085871	Q99735
ENSG00000085872	Q8IWX8
ENSG00000085978	Q676U5
ENSG00000085982	Q9NVE5
ENSG00000085998	Q8WZA1
ENSG00000085999	Q92698
ENSG00000086015	Q6P0Q8
ENSG00000086061	P31689
ENSG00000086062	P15291
ENSG00000086065	Q9NZZ3
ENSG00000086102	Q12986
ENSG00000086159	Q13520
ENSG00000086189	Q9UNQ2
ENSG00000086200	Q9UI26
ENSG00000086205	Q04609
ENSG00000086232	Q9BQI3
ENSG00000086288	Q8N427
ENSG00000086289	Q9UM22
ENSG00000086300	Q9Y5X0
ENSG00000086475	P49903
ENSG00000086504	Q13084
ENSG00000086506	P09105
ENSG00000086544	Q96DU7
ENSG00000086548	P40199
ENSG00000086570	Q9NYQ8
ENSG00000086589	Q9NW64
ENSG00000086598	Q15363
ENSG00000086619	Q86YB8
ENSG00000086666	Q6FIF0
ENSG00000086696	P37059
ENSG00000086712	Q9NUQ3
ENSG00000086717	O14829
ENSG00000086730	Q9GZY6
ENSG00000086758	Q7Z6Z7
ENSG00000086827	O43264
ENSG00000086848	Q9H6U8
ENSG00000086967	Q14324
ENSG00000086991	Q9NPH5
ENSG00000087008	O15254
ENSG00000087053	Q13614
ENSG00000087074	O75807
ENSG00000087076	Q9BPX1
ENSG00000087077	Q15654
ENSG00000087085	P22303
ENSG00000087086	P02792
ENSG00000087087	Q9BXP5
ENSG00000087088	Q07812
ENSG00000087095	Q9UBE8
ENSG00000087111	Q96S52
ENSG00000087116	O95450
ENSG00000087128	Q9UL52
ENSG00000087152	Q14CW9
ENSG00000087157	Q32NB8
ENSG00000087191	P62195
ENSG00000087206	Q96RL1
ENSG00000087237	P11597
ENSG00000087245	P08253
ENSG00000087250	P25713
ENSG00000087253	Q7L5N7
ENSG00000087258	P09471
ENSG00000087263	Q8N543
ENSG00000087266	P78314
ENSG00000087269	P78316
ENSG00000087274	P35611
ENSG00000087299	Q9H9P8
ENSG00000087301	Q9P2K2
ENSG00000087302	Q9Y224
ENSG00000087303	Q14112
ENSG00000087338	Q96IK5
ENSG00000087365	Q13435
ENSG00000087448	Q9P2K6
ENSG00000087460	O95467
ENSG00000087460	P63092
ENSG00000087460	P84996
ENSG00000087460	Q5JWF2
ENSG00000087470	O00429
ENSG00000087494	P12272
ENSG00000087495	Q96KR7
ENSG00000087502	Q96RQ1
ENSG00000087510	Q92754
ENSG00000087586	O14965
ENSG00000087589	Q9NQ75
ENSG00000087842	O00625
ENSG00000087884	Q9H7C9
ENSG00000087903	P48378
ENSG00000087995	Q96IZ6
ENSG00000088002	O00204
ENSG00000088035	Q9Y672
ENSG00000088038	O75175
ENSG00000088053	Q9HCN6
ENSG00000088179	P29074
ENSG00000088205	Q9NVP1
ENSG00000088247	Q92945
ENSG00000088256	P29992
ENSG00000088280	Q8TDY4
ENSG00000088298	Q9BV94
ENSG00000088305	Q9UBC3
ENSG00000088320	O75628
ENSG00000088325	Q9ULW0
ENSG00000088356	Q9NUG6
ENSG00000088367	Q9H4G0
ENSG00000088386	P46059
ENSG00000088387	Q9BZ29
ENSG00000088448	Q9NXR5
ENSG00000088451	O95455
ENSG00000088538	Q8IZD9
ENSG00000088543	Q9UK00
ENSG00000088682	O75208
ENSG00000088726	Q8WWA1
ENSG00000088727	Q9HAQ2
ENSG00000088756	Q9P2N2
ENSG00000088766	Q9UJA2
ENSG00000088782	Q9H1M4
ENSG00000088808	Q96KQ4
ENSG00000088812	O75882
ENSG00000088826	Q9NWM0
ENSG00000088827	Q9BZZ2
ENSG00000088832	P62942
ENSG00000088833	Q9UNZ2
ENSG00000088836	Q8NBS3
ENSG00000088854	Q5TEA3
ENSG00000088876	Q6P1L6
ENSG00000088881	Q9BQW3
ENSG00000088882	Q96SM3
ENSG00000088888	Q7Z434
ENSG00000088899	O60299
ENSG00000088926	P03951
ENSG00000088930	Q9H0D6
ENSG00000088970	Q2M2Z5
ENSG00000088986	P63167
ENSG00000088992	Q96BS2
ENSG00000089006	Q9Y5X3
ENSG00000089009	Q02878
ENSG00000089012	Q9P1W8
ENSG00000089022	Q8IW41
ENSG00000089041	Q99572
ENSG00000089048	Q9H501
ENSG00000089050	O75884
ENSG00000089053	Q9UJX4
ENSG00000089057	Q9UGH3
ENSG00000089060	Q6J4K2
ENSG00000089063	Q96A57
ENSG00000089091	Q9NVP4
ENSG00000089094	Q8NHM5
ENSG00000089101	Q8NHU2
ENSG00000089116	Q9H2C1
ENSG00000089123	Q9H6P5
ENSG00000089127	P00973
ENSG00000089154	Q92616
ENSG00000089157	P05388
ENSG00000089159	P49023
ENSG00000089163	Q9Y6E7
ENSG00000089169	Q9Y2J0
ENSG00000089177	Q96L93
ENSG00000089195	Q9UJA5
ENSG00000089199	P05060
ENSG00000089220	P30086
ENSG00000089225	Q99593
ENSG00000089234	Q7Z569
ENSG00000089248	P30040
ENSG00000089250	P29475
ENSG00000089280	P35637
ENSG00000089289	P78318
ENSG00000089327	Q96DB9
ENSG00000089335	Q9NR11
ENSG00000089351	Q96CP6
ENSG00000089356	Q14802
ENSG00000089472	Q9BQS7
ENSG00000089486	Q9H305
ENSG00000089505	Q8IZ96
ENSG00000089558	Q9UQ05
ENSG00000089597	Q14697
ENSG00000089639	Q9P107
ENSG00000089682	Q96IZ5
ENSG00000089685	O15392
ENSG00000089692	P18627
ENSG00000089693	Q15773
ENSG00000089723	Q96DC9
ENSG00000089737	Q9GZR7
ENSG00000089775	P24278
ENSG00000089818	Q8NC96
ENSG00000089820	P98171
ENSG00000089847	Q8TF21
ENSG00000089876	Q7L7V1
ENSG00000089902	Q9UKL0
ENSG00000089916	Q9NWQ4
ENSG00000090006	Q8N2S1
ENSG00000090013	P30043
ENSG00000090020	P19634
ENSG00000090054	O15269
ENSG00000090060	P51003
ENSG00000090061	O75909
ENSG00000090097	P57723
ENSG00000090104	Q08116
ENSG00000090238	P61236
ENSG00000090263	Q9Y291
ENSG00000090266	O95178
ENSG00000090273	Q9Y266
ENSG00000090316	Q7L5Y9
ENSG00000090339	P05362
ENSG00000090372	Q9NRL3
ENSG00000090376	Q9Y616
ENSG00000090382	P61626
